Name,Address,Latitude,Longitude
Whole Foods,"923 Houston Northcutt Blvd, Mt Pleasant, SC 29464",32.8023194,-79.8889193
Trader Joes,"401 Johnnie Dodds Blvd, Mt Pleasant, SC 29464",32.8047946,-79.8871696
