absolute, link, Address, Latitude, Longitude, Price, #Bed, #Bath, Square Foot, Year Built, date1, price1, date2, price2, date3, price3, date4, price4, date5, price5, date6, price6, date7, price7, link1, ZestYear 2015, ZestPrice 2015 , ZestYear 2016, ZestPrice 2016, ZestYear 2017, ZestPrice 2017, ZestYear 2018, ZestPrice 2018, ZestYear 2019, ZestPrice 2019, ZestYear 2020, ZestPrice 2020
94,https://www.zillow.com/homedetails/2676-Crooed-Stic-Ln-Mount-Pleasant-SC-29466/88986842_zpid/,2676 Crooed Stic Ln Mount Pleasant SC 29466,32.880914600000004,-79.8290396,999900.0,4.0,3.0,4305.0,2007,8/7/2020,999900.0,7/3/2020,1000000.0,6/7/2020,1025000.0,5/27/2020,1048800.0,5/23/2020,1048900.0,2/18/2020,1049000.0,2/15/2020,1049200.0,https://www.zillow.com/homedetails/2676-Crooed-Stic-Ln-Mount-Pleasant-SC-29466/88986842_zpid/,2015,925.0,Jan 2016,926.0,Jan 2017,935.0,Dec 2017,949.0,Jan 2019,962,Feb 2020,1000.0
95,https://www.zillow.com/homedetails/1494-Menhaden-Ln-HOMESITE-109-Mount-Pleasant-SC-29466/2079745343_zpid/,1494 Menhaden Ln HOMESITE 109 Mount Pleasant SC 29466,32.867543,-79.751209,999900.0,5.0,5.0,3600.0,2020,7/12/2020,999900.0,5/6/2020,1099900.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1494-Menhaden-Ln-HOMESITE-109-Mount-Pleasant-SC-29466/2079745343_zpid/,2015,971.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,https://www.zillow.com/homedetails/1494-Menhaden-Ln-HOMESITE-109-Mount-Pleasant-SC-29466/2079745343_zpid/,1494 Menhaden Ln HOMESITE 109 Mount Pleasant SC 29466,32.867543,-79.751209,999900.0,5.0,5.0,3600.0,2020,7/12/2020,999900.0,5/6/2020,1099900.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1494-Menhaden-Ln-HOMESITE-109-Mount-Pleasant-SC-29466/2079745343_zpid/,2015,971.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
96,https://www.zillow.com/homedetails/1493-Red-Tide-Rd-Mount-Pleasant-SC-29466/247527103_zpid/,1493 Red Tide Rd Mount Pleasant SC 29466,32.8261154,-79.8071649,997500.0,4.0,4.0,3884.0,2016,9/3/2020,880000.0,7/17/2020,997500.0,6/5/2020,997500.0,3/21/2017,749900.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1493-Red-Tide-Rd-Mount-Pleasant-SC-29466/247527103_zpid/,2015,880.0,Jan 2016,nan,Jan 2017,nan,Dec 2017,787.0,Jan 2019,808,Feb 2020,838.0
97,https://www.zillow.com/homedetails/404-Morrison-St-Mount-Pleasant-SC-29464/10924029_zpid/,404 Morrison St Mount Pleasant SC 29464,32.7874609,-79.8744792,995000.0,3.0,4.0,2472.0,1986,8/7/2020,995000.0,7/25/2020,1039000.0,6/29/2020,1079000.0,5/14/1992,82500.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/404-Morrison-St-Mount-Pleasant-SC-29464/10924029_zpid/,2015,216.0,Jan 2016,274.0,Jan 2017,352.0,Dec 2017,395.0,Jan 2019,499,Feb 2020,429.0
98,https://www.zillow.com/homedetails/1548-Red-Tide-Rd-Mount-Pleasant-SC-29466/247525228_zpid/,1548 Red Tide Rd Mount Pleasant SC 29466,32.8242076,-79.80538759999999,975000.0,5.0,4.0,3916.0,2017,7/27/2020,975000.0,2/28/2018,755700.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1548-Red-Tide-Rd-Mount-Pleasant-SC-29466/247525228_zpid/,2015,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
99,https://www.zillow.com/homedetails/805-Fiddlers-Point-Ln-Mount-Pleasant-SC-29464/68355870_zpid/,805 Fiddlers Point Ln Mount Pleasant SC 29464,32.810125,-79.90044420000001,975000.0,5.0,4.0,3734.0,2003,8/13/2020,975000.0,7/18/2020,995000.0,7/2/2020,1025000.0,6/14/2017,820000.0,6/13/2017,850000.0,5/19/2017,850000.0,5/1/2017,850000.0,https://www.zillow.com/homedetails/805-Fiddlers-Point-Ln-Mount-Pleasant-SC-29464/68355870_zpid/,2015,746.0,Jan 2016,767.0,Jan 2017,915.0,Dec 2017,848.0,Jan 2019,873,Feb 2020,903.0
100,https://www.zillow.com/homedetails/387-Evian-Way-Mount-Pleasant-SC-29464/110217579_zpid/,387 Evian Way Mount Pleasant SC 29464,32.8535719,-79.8634113,975000.0,5.0,4.0,3667.0,2012,8/10/2020,975000.0,6/2/2020,999000.0,5/10/2020,1050000.0,4/14/2020,1075000.0,6/5/2015,872500.0,4/1/2015,890000.0,1/20/2012,140000.0,https://www.zillow.com/homedetails/387-Evian-Way-Mount-Pleasant-SC-29464/110217579_zpid/,2015,674.0,Jan 2016,902.0,Jan 2017,931.0,Dec 2017,1000.0,Jan 2019,1000,Feb 2020,1000.0
101,https://www.zillow.com/homedetails/1880-Cheroee-Rose-Cir-Mount-Pleasant-SC-29466/10939283_zpid/,1880 Cheroee Rose Cir Mount Pleasant SC 29466,32.8958808,-79.80187579999999,975000.0,5.0,5.0,5336.0,1996,8/29/2020,975000.0,8/13/2020,975000.0,7/20/2020,975000.0,6/3/2020,985000.0,2/14/2020,999999.0,10/1/2015,985000.0,9/3/2015,985000.0,https://www.zillow.com/homedetails/1880-Cheroee-Rose-Cir-Mount-Pleasant-SC-29466/10939283_zpid/,2015,747.0,Jan 2016,788.0,Jan 2017,789.0,Dec 2017,870.0,Jan 2019,807,Listed for,775.0
102,https://www.zillow.com/homedetails/155-Wingo-Way-424-Mount-Pleasant-SC-29464/247524543_zpid/,155 Wingo Way #424 Mount Pleasant SC 29464,32.8037058,-79.8988515,970000.0,2.0,3.0,1850.0,2016,7/25/2020,970000.0,11/7/2019,998000.0,9/9/2019,1060000.0,7/30/2019,1060000.0,7/20/2019,1060000.0,8/30/2016,858000.0,nan,nan,https://www.zillow.com/homedetails/155-Wingo-Way-424-Mount-Pleasant-SC-29464/247524543_zpid/,2015,268.0,Jan 2016,280.0,Jan 2017,869.0,Dec 2017,928.0,Jan 2019,959,Feb 2020,950.0
103,https://www.zillow.com/homedetails/2708-Oa-Manor-Dr-Mount-Pleasant-SC-29466/80213556_zpid/,2708 Oa Manor Dr Mount Pleasant SC 29466,32.914604,-79.8163452,969900.0,5.0,5.0,5032.0,2005,9/3/2020,969900.0,7/11/2020,989900.0,11/9/2019,989900.0,4/24/2019,989900.0,7/24/2015,825000.0,3/7/2015,895000.0,11/30/2013,850000.0,https://www.zillow.com/homedetails/2708-Oa-Manor-Dr-Mount-Pleasant-SC-29466/80213556_zpid/,2015,747.0,Jan 2016,846.0,Jan 2017,872.0,Dec 2017,936.0,Jan 2019,945,Feb 2020,998.0
104,https://www.zillow.com/homedetails/2118-Shell-Ring-Cir-Mount-Pleasant-SC-29466/52906565_zpid/,2118 Shell Ring Cir Mount Pleasant SC 29466,32.908390399999995,-79.79609609999999,968000.0,5.0,4.0,4090.0,1998,8/31/2020,968000.0,8/9/2020,969000.0,6/25/2014,630000.0,5/20/2014,649000.0,3/20/2014,649000.0,11/18/2003,330000.0,5/1/2003,190000.0,https://www.zillow.com/homedetails/2118-Shell-Ring-Cir-Mount-Pleasant-SC-29466/52906565_zpid/,2015,643.0,Jan 2016,695.0,Jan 2017,721.0,Dec 2017,676.0,Jan 2019,894,Feb 2020,862.0
105,https://www.zillow.com/homedetails/1919-Bolden-Dr-Mt-Pleasant-SC-29466/2081287380_zpid/,1919 Bolden Dr Mt. Pleasant SC 29466,32.9029502,-79.7520329,965000.0,5.0,5.0,3332.0,No Data,6/25/2020,965000.0,2/29/2020,950000.0,1/27/2020,945000.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1919-Bolden-Dr-Mt-Pleasant-SC-29466/2081287380_zpid/,2015,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
106,https://www.zillow.com/homedetails/1389-Scotts-Cree-Cir-Mount-Pleasant-SC-29464/110234858_zpid/,1389 Scotts Cree Cir Mount Pleasant SC 29464,32.798411699999996,-79.8427825,959900.0,4.0,4.0,3194.0,2014,8/15/2020,959900.0,7/28/2020,964900.0,7/3/2020,969900.0,12/18/2013,240000.0,9/29/2013,259000.0,6/28/2013,259000.0,3/2/2013,279000.0,https://www.zillow.com/homedetails/1389-Scotts-Cree-Cir-Mount-Pleasant-SC-29464/110234858_zpid/,2015,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
107,https://www.zillow.com/homedetails/3572-Henrietta-Hartford-Rd-Mount-Pleasant-SC-29466/68383113_zpid/,3572 Henrietta Hartford Rd Mount Pleasant SC 29466,32.9045734,-79.7931186,959000.0,4.0,4.0,3433.0,2003,8/25/2020,959000.0,8/7/2020,999500.0,5/31/2011,675000.0,10/13/2008,750000.0,2/7/2008,875000.0,9/11/2003,570000.0,7/25/2003,693975.0,https://www.zillow.com/homedetails/3572-Henrietta-Hartford-Rd-Mount-Pleasant-SC-29466/68383113_zpid/,2015,720.0,Jan 2016,751.0,Jan 2017,781.0,Dec 2017,867.0,Jan 2019,825,Feb 2020,806.0
108,https://www.zillow.com/homedetails/2316-Buctail-Ct-Mount-Pleasant-SC-29466/247531072_zpid/,2316 Buctail Ct Mount Pleasant SC 29466,32.915405,-79.822936,955000.0,4.0,4.0,3312.0,2017,8/16/2020,955000.0,5/21/2020,975000.0,4/21/2018,870000.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/2316-Buctail-Ct-Mount-Pleasant-SC-29466/247531072_zpid/,2015,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
109,https://www.zillow.com/homedetails/1564-Home-Farm-Rd-Mount-Pleasant-SC-29464/10926816_zpid/,1564 Home Farm Rd Mount Pleasant SC 29464,32.7917079,-79.8469618,950000.0,5.0,4.0,3969.0,1995,8/4/2020,950000.0,7/3/2020,1122000.0,4/9/2020,1320000.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1564-Home-Farm-Rd-Mount-Pleasant-SC-29464/10926816_zpid/,2015,867.0,Jan 2016,961.0,Jan 2017,1200.0,Dec 2017,1100.0,Jan 2019,1300,Feb 2020,1300.0
110,https://www.zillow.com/homedetails/399-Sirop-Ct-Mount-Pleasant-SC-29464/10921527_zpid/,399 Sirop Ct Mount Pleasant SC 29464,32.814105,-79.8838295,950000.0,4.0,5.0,2746.0,1991,8/28/2020,950000.0,7/2/2008,489000.0,2/2/2008,489000.0,5/1/2001,351000.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/399-Sirop-Ct-Mount-Pleasant-SC-29464/10921527_zpid/,2015,685.0,Jan 2016,757.0,Jan 2017,742.0,Dec 2017,760.0,Jan 2019,751,Feb 2020,759.0
111,https://www.zillow.com/homedetails/1360-Penshell-Pl-Mount-Pleasant-SC-29464/92382726_zpid/,1360 Penshell Pl Mount Pleasant SC 29464,32.8086672,-79.8439203,950000.0,4.0,4.0,3800.0,2008,7/3/2020,950000.0,11/29/2006,250000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1360-Penshell-Pl-Mount-Pleasant-SC-29464/92382726_zpid/,2015,663.0,Jan 2016,674.0,Jan 2017,711.0,Dec 2017,760.0,Jan 2019,775,Feb 2020,758.0
112,https://www.zillow.com/homedetails/4074-Blacmoor-St-Mount-Pleasant-SC-29466/122139273_zpid/,4074 Blacmoor St Mount Pleasant SC 29466,32.8563538,-79.76660079999999,950000.0,6.0,5.0,4227.0,2014,8/14/2020,950000.0,4/25/2014,629900.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/4074-Blacmoor-St-Mount-Pleasant-SC-29466/122139273_zpid/,2015,nan,Jan 2016,701.0,Jan 2017,727.0,Dec 2017,757.0,Jan 2019,755,Feb 2020,738.0
113,https://www.zillow.com/homedetails/3045-Pignatelli-Cres-Mount-Pleasant-SC-29466/68356026_zpid/,3045 Pignatelli Cres Mount Pleasant SC 29466,32.9083166,-79.8100788,949000.0,5.0,4.0,5630.0,2003,6/9/2020,949000.0,10/31/2019,960000.0,5/10/2019,960000.0,2/8/2002,122500.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3045-Pignatelli-Cres-Mount-Pleasant-SC-29466/68356026_zpid/,2015,891.0,Jan 2016,996.0,Jan 2017,968.0,Dec 2017,1100.0,Jan 2019,972,Feb 2020,994.0
114,https://www.zillow.com/homedetails/1837-Shell-Ring-Cir-Mount-Pleasant-SC-29466/52906591_zpid/,1837 Shell Ring Cir Mount Pleasant SC 29466,32.9152787,-79.78979059999999,940000.0,4.0,4.0,4504.0,1999,9/4/2020,940000.0,6/9/2004,712000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1837-Shell-Ring-Cir-Mount-Pleasant-SC-29466/52906591_zpid/,2015,777.0,Jan 2016,862.0,Jan 2017,773.0,Dec 2017,802.0,Jan 2019,811,Feb 2020,810.0
115,https://www.zillow.com/homedetails/336-Shoals-Dr-Mount-Pleasant-SC-29464/110229623_zpid/,336 Shoals Dr Mount Pleasant SC 29464,32.849176,-79.8731907,940000.0,4.0,3.0,4.0,2020,9/4/2020,940000.0,8/11/2020,916300.0,7/31/2020,956500.0,6/25/2020,379900.0,6/19/2020,950000.0,4/7/2020,379900.0,3/13/2020,399900.0,https://www.zillow.com/homedetails/336-Shoals-Dr-Mount-Pleasant-SC-29464/110229623_zpid/,2015,474.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
116,https://www.zillow.com/homedetails/1769-Greenspoint-Ct-Mount-Pleasant-SC-29466/68391703_zpid/,1769 Greenspoint Ct Mount Pleasant SC 29466,32.9193826,-79.809951,937000.0,5.0,5.0,4305.0,2004,8/21/2020,937000.0,7/7/2017,850000.0,5/23/2017,859000.0,4/13/2017,859000.0,2/22/2017,879900.0,1/19/2017,895000.0,11/8/2016,915000.0,https://www.zillow.com/homedetails/1769-Greenspoint-Ct-Mount-Pleasant-SC-29466/68391703_zpid/,2015,862.0,Jan 2016,807.0,Jan 2017,882.0,Dec 2017,876.0,Jan 2019,902,Feb 2020,932.0
117,https://www.zillow.com/homedetails/251-S-Plaza-Ct-Mount-Pleasant-SC-29464/63781604_zpid/,251 S Plaza Ct Mount Pleasant SC 29464,32.797369,-79.903699,925000.0,2.0,3.0,2270.0,2002,8/17/2020,925000.0,8/2/2017,910000.0,6/7/2017,910000.0,3/18/2017,899000.0,12/8/2016,899000.0,10/20/2016,899000.0,3/13/2010,2400.0,https://www.zillow.com/homedetails/251-S-Plaza-Ct-Mount-Pleasant-SC-29464/63781604_zpid/,2015,894.0,Jan 2016,851.0,Jan 2017,842.0,Dec 2017,938.0,Jan 2019,944,Feb 2020,920.0
118,https://www.zillow.com/homedetails/1204-Spottail-Ct-Mount-Pleasant-SC-29466/247527496_zpid/,1204 Spottail Ct Mount Pleasant SC 29466,32.872856,-79.755172,925000.0,5.0,6.0,4508.0,2018,8/22/2020,925000.0,7/19/2020,950000.0,7/4/2020,975000.0,6/1/2018,770000.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1204-Spottail-Ct-Mount-Pleasant-SC-29466/247527496_zpid/,2015,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
119,https://www.zillow.com/homedetails/3580-Henrietta-Hartford-Rd-Mount-Pleasant-SC-29466/55641542_zpid/,3580 Henrietta Hartford Rd Mount Pleasant SC 29466,32.904720899999994,-79.79252740000001,925000.0,5.0,5.0,4826.0,2001,9/1/2020,925000.0,7/30/2010,855000.0,5/19/2008,1195000.0,5/15/2008,1195000.0,5/12/2008,1385000.0,5/6/2008,1195000.0,4/17/2008,1385000.0,https://www.zillow.com/homedetails/3580-Henrietta-Hartford-Rd-Mount-Pleasant-SC-29466/55641542_zpid/,2015,981.0,Jan 2016,1000.0,Jan 2017,1200.0,Dec 2017,1100.0,Jan 2019,994,Feb 2020,1100.0
120,https://www.zillow.com/homedetails/894-Tupelo-Bay-Dr-LOT-61-Mount-Pleasant-SC-29464/2078610353_zpid/,894 Tupelo Bay Dr LOT 61 Mount Pleasant SC 29464,32.850145,-79.868491,925000.0,4.0,4.0,2736.0,2020,7/21/2020,925000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/894-Tupelo-Bay-Dr-LOT-61-Mount-Pleasant-SC-29464/2078610353_zpid/,2015,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
121,https://www.zillow.com/homedetails/1139-Fulton-Hall-Ln-Mount-Pleasant-SC-29466/247524491_zpid/,1139 Fulton Hall Ln Mount Pleasant SC 29466,32.847293699999994,-79.80718159999999,924900.0,3.0,4.0,2688.0,2018,7/28/2020,924900.0,7/12/2020,925000.0,7/20/2019,888000.0,6/4/2019,899500.0,4/11/2019,899500.0,5/21/2018,915000.0,6/8/2017,97750.0,https://www.zillow.com/homedetails/1139-Fulton-Hall-Ln-Mount-Pleasant-SC-29466/247524491_zpid/,2015,415.0,Oct 2015,422.0,Oct 2016,309.0,Sep 2017,371.0,Sep 2018,895,Sold for,890.0
122,https://www.zillow.com/homedetails/2855-River-Vista-Way-Mount-Pleasant-SC-29466/92384512_zpid/,2855 River Vista Way Mount Pleasant SC 29466,32.9255619,-79.80467790000002,920000.0,4.0,5.0,5624.0,2008,8/27/2020,920000.0,5/23/2020,970000.0,4/23/2020,1075000.0,2/24/2020,1075000.0,11/9/2016,924000.0,8/28/2016,924000.0,4/17/2016,949000.0,https://www.zillow.com/homedetails/2855-River-Vista-Way-Mount-Pleasant-SC-29466/92384512_zpid/,2015,992.0,Jan 2016,953.0,Jan 2017,880.0,Dec 2017,1100.0,Jan 2019,966,Feb 2020,974.0
123,https://www.zillow.com/homedetails/4902-Sound-View-Dr-Mount-Pleasant-SC-29466/110214815_zpid/,4902 Sound View Dr Mount Pleasant SC 29466,32.854562,-79.766172,919000.0,4.0,4.0,3458.0,2019,9/4/2020,919000.0,8/26/2020,900000.0,7/31/2020,906500.0,7/3/2020,900000.0,6/19/2020,875000.0,3/15/2020,289000.0,3/13/2020,299000.0,https://www.zillow.com/homedetails/4902-Sound-View-Dr-Mount-Pleasant-SC-29466/110214815_zpid/,2015,435.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
124,https://www.zillow.com/homedetails/135-Ionsborough-St-Mount-Pleasant-SC-29464/80211517_zpid/,135 Ionsborough St Mount Pleasant SC 29464,32.814017,-79.88176740000002,899000.0,4.0,3.0,2401.0,2005,8/6/2020,899000.0,6/27/2020,949000.0,6/21/2020,979000.0,6/20/2020,979000.0,6/20/2020,979000.0,7/22/2005,650000.0,4/12/2004,94000.0,https://www.zillow.com/homedetails/135-Ionsborough-St-Mount-Pleasant-SC-29464/80211517_zpid/,2015,636.0,Jan 2016,670.0,Jan 2017,744.0,Dec 2017,742.0,Jan 2019,754,Feb 2020,750.0
125,https://www.zillow.com/homedetails/155-Wingo-Way-414-Mount-Pleasant-SC-29464/2095868420_zpid/,155 Wingo Way #414 Mount Pleasant SC 29464,32.8037058,-79.8988515,899000.0,1.0,2.0,1339.0,2016,7/21/2020,899000.0,10/28/2016,585000.0,8/25/2016,696358.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/155-Wingo-Way-414-Mount-Pleasant-SC-29464/2095868420_zpid/,2015,201.0,Jan 2016,496.0,Jan 2017,705.0,Dec 2017,754.0,Jan 2019,779,Feb 2020,853.0
126,https://www.zillow.com/homedetails/217-Church-St-Mount-Pleasant-SC-29464/10922853_zpid/,217 Church St Mount Pleasant SC 29464,32.7901606,-79.8800723,899000.0,1.0,1.0,773.0,1928,5/28/2020,899000.0,6/27/2002,240000.0,10/10/2000,195000.0,3/29/2000,195000.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/217-Church-St-Mount-Pleasant-SC-29464/10922853_zpid/,2015,453.0,Jan 2016,561.0,Jan 2017,529.0,Dec 2017,603.0,Jan 2019,718,Feb 2020,654.0
127,https://www.zillow.com/homedetails/1401-Lettered-Olive-Ln-Mount-Pleasant-SC-29464/110232306_zpid/,1401 Lettered Olive Ln Mount Pleasant SC 29464,32.8087493,-79.8449269,899000.0,5.0,5.0,3536.0,2014,8/23/2020,899000.0,7/25/2020,875000.0,2/20/2014,571020.0,11/11/2013,569900.0,10/20/2013,569900.0,9/6/2013,549900.0,6/3/2013,120000.0,https://www.zillow.com/homedetails/1401-Lettered-Olive-Ln-Mount-Pleasant-SC-29464/110232306_zpid/,2015,592.0,Jan 2016,643.0,Jan 2017,668.0,Dec 2017,705.0,Jan 2019,734,Feb 2020,679.0
128,https://www.zillow.com/homedetails/1347-Old-Bricyard-Rd-Mount-Pleasant-SC-29466/10937769_zpid/,1347 Old Bricyard Rd Mount Pleasant SC 29466,32.8653551,-79.8143971,899000.0,4.0,4.0,3880.0,1993,8/19/2020,899000.0,7/21/2020,899000.0,7/18/2020,899000.0,4/28/2017,727000.0,6/18/2016,765000.0,6/2/2016,765000.0,5/18/2016,765000.0,https://www.zillow.com/homedetails/1347-Old-Bricyard-Rd-Mount-Pleasant-SC-29466/10937769_zpid/,2015,610.0,Jan 2016,768.0,Jan 2017,637.0,Dec 2017,756.0,Jan 2019,704,Feb 2020,676.0
129,https://www.zillow.com/homedetails/1475-Mossy-Branch-Way-Mount-Pleasant-SC-29464/247524487_zpid/,1475 Mossy Branch Way Mount Pleasant SC 29464,32.7940308,-79.8472577,895000.0,4.0,3.0,3016.0,2017,7/22/2020,895000.0,4/25/2020,899000.0,3/10/2020,959000.0,2/11/2020,959000.0,1/6/2020,979000.0,11/22/2019,949900.0,10/25/2019,949900.0,https://www.zillow.com/homedetails/1475-Mossy-Branch-Way-Mount-Pleasant-SC-29464/247524487_zpid/,2015,nan,Oct 2015,nan,Oct 2016,nan,Sold for,nan,Sep 2018,nan,Sep 2019,nan
130,https://www.zillow.com/homedetails/506-Hicory-Cv-Mount-Pleasant-SC-29464/10929099_zpid/,506 Hicory Cv Mount Pleasant SC 29464,32.834748499999996,-79.861535,895000.0,4.0,3.0,2912.0,1991,9/4/2020,895000.0,12/10/2012,452000.0,11/22/2012,514000.0,9/5/2012,514000.0,7/24/2012,539000.0,9/26/2005,720000.0,8/25/2003,450000.0,https://www.zillow.com/homedetails/506-Hicory-Cv-Mount-Pleasant-SC-29464/10929099_zpid/,2015,737.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
131,https://www.zillow.com/homedetails/3813-Summerton-St-Mount-Pleasant-SC-29466/2079459739_zpid/,3813 Summerton St Mount Pleasant SC 29466,32.906458,-79.7504102,891000.0,4.0,5.0,3262.0,2020,5/24/2020,891000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3813-Summerton-St-Mount-Pleasant-SC-29466/2079459739_zpid/,2015,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
132,https://www.zillow.com/homedetails/1127-Harborgate-Dr-Mount-Pleasant-SC-29464/10922447_zpid/,1127 Harborgate Dr Mount Pleasant SC 29464,32.795055100000006,-79.8879577,890000.0,4.0,3.0,2970.0,1979,9/1/2020,890000.0,7/31/2020,915000.0,4/21/2020,950000.0,3/24/2020,975000.0,3/4/2020,1000000.0,2/25/2020,1000000.0,2/16/2020,1000000.0,https://www.zillow.com/homedetails/1127-Harborgate-Dr-Mount-Pleasant-SC-29464/10922447_zpid/,2015,534.0,Jan 2016,597.0,Jan 2017,605.0,Dec 2017,708.0,Jan 2019,777,Feb 2020,1000.0
133,https://www.zillow.com/homedetails/347-Plantation-View-Ln-Mount-Pleasant-SC-29464/10929721_zpid/,347 Plantation View Ln Mount Pleasant SC 29464,32.859647499999994,-79.8309436,890000.0,4.0,4.0,3200.0,1997,9/1/2020,890000.0,8/20/2020,900000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/347-Plantation-View-Ln-Mount-Pleasant-SC-29464/10929721_zpid/,2015,732.0,Jan 2016,744.0,Jan 2017,627.0,Dec 2017,684.0,Jan 2019,670,Feb 2020,700.0
134,https://www.zillow.com/homedetails/941-Mccants-Dr-Mount-Pleasant-SC-29464/10925784_zpid/,941 Mccants Dr Mount Pleasant SC 29464,32.7920707,-79.857998,889000.0,4.0,3.0,1871.0,1971,9/1/2020,889000.0,10/30/2019,375000.0,10/18/2019,425000.0,8/6/2019,425000.0,7/19/2019,425000.0,7/19/2019,450000.0,7/9/2019,450000.0,https://www.zillow.com/homedetails/941-Mccants-Dr-Mount-Pleasant-SC-29464/10925784_zpid/,2015,536.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
135,https://www.zillow.com/homedetails/175-Civitas-St-Mount-Pleasant-SC-29464/52905300_zpid/,175 Civitas St Mount Pleasant SC 29464,32.81276939999999,-79.878224,885900.0,4.0,3.0,2242.0,2001,9/5/2020,885900.0,8/20/2020,894900.0,8/8/2020,895000.0,8/12/2009,521000.0,1/8/2005,498900.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/175-Civitas-St-Mount-Pleasant-SC-29464/52905300_zpid/,2015,591.0,Jan 2016,609.0,Jan 2017,728.0,Dec 2017,710.0,Jan 2019,727,Feb 2020,750.0
136,https://www.zillow.com/homedetails/2802-Oa-Manor-Dr-Mount-Pleasant-SC-29466/82540971_zpid/,2802 Oa Manor Dr Mount Pleasant SC 29466,32.9165906,-79.8174615,879900.0,5.0,4.0,3289.0,2006,8/31/2020,879900.0,8/20/2020,879900.0,8/12/2020,879900.0,4/29/2020,899900.0,5/19/2015,589000.0,5/16/2015,650000.0,4/11/2015,650000.0,https://www.zillow.com/homedetails/2802-Oa-Manor-Dr-Mount-Pleasant-SC-29466/82540971_zpid/,2015,602.0,Jan 2016,611.0,Jan 2017,631.0,Dec 2017,678.0,Jan 2019,660,Feb 2020,663.0
137,https://www.zillow.com/homedetails/515-Ban-St-Mount-Pleasant-SC-29464/10924466_zpid/,515 Ban St Mount Pleasant SC 29464,32.7870506,-79.8703931,875000.0,4.0,4.0,2066.0,2020,3/13/2020,875000.0,11/19/2018,235000.0,9/28/2018,275000.0,9/28/2018,275000.0,9/18/2018,275000.0,8/29/2018,275000.0,nan,nan,https://www.zillow.com/homedetails/515-Ban-St-Mount-Pleasant-SC-29464/10924466_zpid/,2015,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sold for,nan,Sep 2019,nan
138,https://www.zillow.com/homedetails/2624-Crooed-Stic-Ln-Mount-Pleasant-SC-29466/110212491_zpid/,2624 Crooed Stic Ln Mount Pleasant SC 29466,32.882484999999996,-79.828877,875000.0,5.0,4.0,3801.0,2017,7/25/2020,875000.0,7/24/2020,899000.0,7/23/2020,899000.0,7/3/2020,899000.0,1/25/2020,899000.0,11/19/2019,899000.0,9/18/2019,925000.0,https://www.zillow.com/homedetails/2624-Crooed-Stic-Ln-Mount-Pleasant-SC-29466/110212491_zpid/,2015,640.0,Sold for,845.0,Oct 2016,921.0,Sep 2018,881.0,Sep 2019,896,nan,nan
