absolute, link, Address, Latitude, Longitude, Price, #Bed, #Bath, Square Foot, Year Built, date1, price1, date2, price2, date3, price3, date4, price4, date5, price5, date6, price6, date7, price7, link1, ZestYear 2015, ZestPrice 2015 , ZestYear 2016, ZestPrice 2016, ZestYear 2017, ZestPrice 2017, ZestYear 2018, ZestPrice 2018, ZestYear 2019, ZestPrice 2019, ZestYear 2020, ZestPrice 2020
230,https://www.zillow.com/homedetails/2750-Rifle-Range-Rd-Mount-Pleasant-SC-29466/10937694_zpid/,2750 Rifle Range Rd Mount Pleasant SC 29466,32.8486296,-79.7910277,662000.0,5.0,6.0,4476.0,2000,9/3/2020,662000.0,8/7/2020,676000.0,8/2/2020,695000.0,10/4/2017,330000.0,10/3/2017,336900.0,8/15/2017,336900.0,8/8/2017,336900.0,https://www.zillow.com/homedetails/2750-Rifle-Range-Rd-Mount-Pleasant-SC-29466/10937694_zpid/,Listed for,nan,Jul 2018,nan,Feb 2020,nan,nan,nan,nan,nan,nan,nan
231,https://www.zillow.com/homedetails/1501-W-Palmetto-Fort-Dr-Mount-Pleasant-SC-29466/68355991_zpid/,1501 W Palmetto Fort Dr Mount Pleasant SC 29466,32.8309525,-79.8018101,659000.0,4.0,3.0,2804.0,2002,8/9/2020,659000.0,7/30/2020,675000.0,7/18/2020,699000.0,6/12/2020,729000.0,8/4/2003,272500.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/1501-W-Palmetto-Fort-Dr-Mount-Pleasant-SC-29466/68355991_zpid/,Today,647.0,Jul 2016,429.0,Jun 2017,485.0,Jul 2018,495.0,Jul 2019,493,Aug 2020,646.0
232,https://www.zillow.com/homedetails/10-Founders-Way-Mount-Pleasant-SC-29464/2084442556_zpid/,10 Founders Way Mount Pleasant SC 29464,32.812790500000006,-79.8369271,656990.0,3.0,3.0,2492.0,2020,9/5/2020,656990.0,8/2/2020,643490.0,7/7/2020,636990.0,6/3/2020,631990.0,5/15/2019,629990.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/10-Founders-Way-Mount-Pleasant-SC-29464/2084442556_zpid/,Today,474.0,Oct 2016,443.0,nan,nan,nan,nan,nan,nan,nan,nan
233,https://www.zillow.com/homedetails/1820-S-James-Gregarie-Rd-Mount-Pleasant-SC-29466/82545696_zpid/,1820 S James Gregarie Rd Mount Pleasant SC 29466,32.9028386,-79.7921552,656500.0,6.0,4.0,3874.0,2006,7/8/2020,656500.0,10/12/2018,3500.0,7/30/2018,3500.0,8/13/2013,3200.0,7/28/2013,3200.0,10/10/2006,682000.0,6/6/2006,504999.0,https://www.zillow.com/homedetails/1820-S-James-Gregarie-Rd-Mount-Pleasant-SC-29466/82545696_zpid/,Dec 2014,617.0,Jan 2016,665.0,Jan 2017,638.0,Dec 2017,655.0,Jan 2019,623,Feb 2020,661.0
234,https://www.zillow.com/homedetails/1609-Sewee-Fort-Rd-Mount-Pleasant-SC-29466/80212933_zpid/,1609 Sewee Fort Rd Mount Pleasant SC 29466,32.898120399999996,-79.79651209999999,655500.0,4.0,4.0,3019.0,2005,8/7/2020,655500.0,5/18/2020,660000.0,2/26/2007,650000.0,8/11/2004,147000.0,6/27/2003,95900.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/1609-Sewee-Fort-Rd-Mount-Pleasant-SC-29466/80212933_zpid/,Today,647.0,Jan 2017,606.0,Dec 2017,642.0,Jan 2019,616.0,Feb 2020,616,nan,nan
235,https://www.zillow.com/homedetails/1551-Ben-Sawyer-Blvd-UNIT-25-Mount-Pleasant-SC-29464/2079212975_zpid/,1551 Ben Sawyer Blvd UNIT 25 Mount Pleasant SC 29464,32.7862344,-79.85313199999999,655000.0,3.0,2.0,1720.0,1992,6/9/2020,655000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1551-Ben-Sawyer-Blvd-UNIT-25-Mount-Pleasant-SC-29464/2079212975_zpid/,Oct 2014,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
236,https://www.zillow.com/homedetails/1608-Sewee-Fort-Rd-Mount-Pleasant-SC-29466/55641521_zpid/,1608 Sewee Fort Rd Mount Pleasant SC 29466,32.898188,-79.7960086,655000.0,4.0,4.0,2985.0,2002,7/28/2020,655000.0,6/2/2020,639000.0,5/14/2020,622000.0,3/8/2020,615000.0,2/25/2020,609000.0,6/29/2019,615000.0,6/28/2019,615000.0,https://www.zillow.com/homedetails/1608-Sewee-Fort-Rd-Mount-Pleasant-SC-29466/55641521_zpid/,Dec 2014,521.0,Jan 2016,586.0,Jan 2017,598.0,Dec 2017,608.0,Jan 2019,616,Listed for,612.0
237,https://www.zillow.com/homedetails/22-Joyce-Ave-Mount-Pleasant-SC-29464/10927825_zpid/,22 Joyce Ave Mount Pleasant SC 29464,32.7951472,-79.86950709999999,650000.0,4.0,2.0,1620.0,1960,8/18/2020,650000.0,8/9/2020,693000.0,8/28/2015,416500.0,5/31/2015,420000.0,5/2/2015,420000.0,8/8/2014,403000.0,8/1/2014,403000.0,https://www.zillow.com/homedetails/22-Joyce-Ave-Mount-Pleasant-SC-29464/10927825_zpid/,Dec 2014,368.0,Jan 2016,426.0,Jan 2017,438.0,Dec 2017,471.0,Jan 2019,508,Feb 2020,520.0
238,https://www.zillow.com/homedetails/1924-Carolina-Towne-Ct-Mount-Pleasant-SC-29464/125936641_zpid/,1924 Carolina Towne Ct Mount Pleasant SC 29464,32.8290254,-79.826421,649000.0,3.0,4.0,2443.0,2016,9/5/2020,649000.0,5/18/2018,629900.0,4/11/2018,629900.0,3/25/2018,639000.0,3/16/2018,648000.0,12/7/2016,669900.0,11/30/2016,669900.0,https://www.zillow.com/homedetails/1924-Carolina-Towne-Ct-Mount-Pleasant-SC-29464/125936641_zpid/,Dec 2014,414.0,Jan 2016,284.0,Jan 2017,649.0,Dec 2017,632.0,Jan 2019,653,Feb 2020,599.0
239,https://www.zillow.com/homedetails/925-Jac-Snipe-Ln-Mount-Pleasant-SC-29464/10924331_zpid/,925 Jac Snipe Ln Mount Pleasant SC 29464,32.803177000000005,-79.857383,649000.0,4.0,3.0,1900.0,1978,9/4/2020,649000.0,8/22/2020,649000.0,7/13/2020,649000.0,6/16/2020,659000.0,5/16/2020,675000.0,3/16/2020,699000.0,3/4/2020,699000.0,https://www.zillow.com/homedetails/925-Jac-Snipe-Ln-Mount-Pleasant-SC-29464/10924331_zpid/,Dec 2014,315.0,Jan 2016,384.0,Jan 2017,405.0,Dec 2017,430.0,Jan 2019,461,Listed for,454.0
240,https://www.zillow.com/homedetails/3624-Tidal-Flat-Cir-Mount-Pleasant-SC-29466/2078520411_zpid/,3624 Tidal Flat Cir Mount Pleasant SC 29466,32.869069,-79.749983,645070.0,3.0,3.0,2200.0,No Data,8/16/2020,645070.0,7/26/2020,640070.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3624-Tidal-Flat-Cir-Mount-Pleasant-SC-29466/2078520411_zpid/,Listed for,637.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
241,https://www.zillow.com/homedetails/1063-Plantation-Ln-Mount-Pleasant-SC-29464/10930413_zpid/,1063 Plantation Ln Mount Pleasant SC 29464,32.841669399999994,-79.8422136,639000.0,4.0,3.0,2566.0,1984,8/25/2020,639000.0,8/16/2020,639000.0,6/27/2020,639000.0,4/30/2020,649000.0,6/3/2015,525000.0,4/24/2015,537500.0,4/21/2015,537500.0,https://www.zillow.com/homedetails/1063-Plantation-Ln-Mount-Pleasant-SC-29464/10930413_zpid/,Dec 2014,510.0,Jan 2016,543.0,Jan 2017,561.0,Dec 2017,603.0,Jan 2019,562,Feb 2020,563.0
242,https://www.zillow.com/homedetails/3026-Monhegan-Way-Mount-Pleasant-SC-29466/122139131_zpid/,3026 Monhegan Way Mount Pleasant SC 29466,32.8470141,-79.7799811,639000.0,4.0,5.0,3247.0,2011,9/4/2020,639000.0,10/14/2016,562500.0,10/5/2016,555000.0,8/5/2016,555000.0,7/24/2016,555000.0,7/5/2016,555000.0,6/17/2016,555000.0,https://www.zillow.com/homedetails/3026-Monhegan-Way-Mount-Pleasant-SC-29466/122139131_zpid/,Dec 2014,577.0,Jan 2016,598.0,Jan 2017,567.0,Dec 2017,606.0,Jan 2019,625,Feb 2020,648.0
243,https://www.zillow.com/homedetails/429-Commonwealth-Rd-Mount-Pleasant-SC-29466/10939338_zpid/,429 Commonwealth Rd Mount Pleasant SC 29466,32.9121979,-79.766882,639000.0,4.0,3.0,2387.0,2000,8/6/2020,639000.0,5/25/2012,357000.0,5/17/2012,369000.0,2/16/2012,369000.0,3/29/2011,395900.0,11/26/2010,395900.0,8/23/2010,420000.0,https://www.zillow.com/homedetails/429-Commonwealth-Rd-Mount-Pleasant-SC-29466/10939338_zpid/,Dec 2014,421.0,Jan 2016,439.0,Jan 2017,450.0,Dec 2017,482.0,Jan 2019,475,Feb 2020,456.0
244,https://www.zillow.com/homedetails/3624-Tidal-Flat-Cir-HOMESITE-121-Mount-Pleasant-SC-29466/2078398114_zpid/,3624 Tidal Flat Cir HOMESITE 121 Mount Pleasant SC 29466,32.869069,-79.749983,635070.0,3.0,3.0,2200.0,No Data,8/21/2020,635070.0,8/4/2020,630070.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3624-Tidal-Flat-Cir-HOMESITE-121-Mount-Pleasant-SC-29466/2078398114_zpid/,Oct 2014,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
245,https://www.zillow.com/homedetails/1883-Carolina-Towne-Ct-Mount-Pleasant-SC-29464/238178945_zpid/,1883 Carolina Towne Ct Mount Pleasant SC 29464,32.8283016,-79.82764809999999,635000.0,4.0,4.0,2445.0,2016,9/4/2020,635000.0,9/23/2017,574000.0,9/14/2016,521815.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1883-Carolina-Towne-Ct-Mount-Pleasant-SC-29464/238178945_zpid/,Dec 2014,nan,Jan 2016,nan,Jan 2017,nan,Dec 2017,583.0,Jan 2019,604,Feb 2020,622.0
246,https://www.zillow.com/homedetails/425-ing-St-APT-A-Mount-Pleasant-SC-29464/2103048818_zpid/,425 ing St APT A Mount Pleasant SC 29464,32.787121,-79.8721978,635000.0,1.0,1.0,0.0,1940,8/9/2020,635000.0,2/19/2020,640000.0,1/31/2020,645000.0,12/19/2019,650000.0,10/6/2019,1800.0,9/9/2019,1800.0,4/7/2019,1695.0,https://www.zillow.com/homedetails/425-ing-St-APT-A-Mount-Pleasant-SC-29464/2103048818_zpid/,Oct 2013,304.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
247,https://www.zillow.com/homedetails/705-Preservation-Pl-Mount-Pleasant-SC-29464/10932712_zpid/,705 Preservation Pl Mount Pleasant SC 29464,32.824756,-79.8513598,625000.0,4.0,3.0,2539.0,1998,9/4/2020,625000.0,6/26/2019,3800.0,6/15/2019,3800.0,6/13/2019,3500.0,3/3/2015,461000.0,1/1/2015,469888.0,12/6/2014,478878.0,https://www.zillow.com/homedetails/705-Preservation-Pl-Mount-Pleasant-SC-29464/10932712_zpid/,Sold for,471.0,Jan 2016,484.0,Jan 2017,502.0,Dec 2017,540.0,Jan 2019,554,Feb 2020,558.0
248,https://www.zillow.com/homedetails/712-Preservation-Pl-Mount-Pleasant-SC-29464/10932705_zpid/,712 Preservation Pl Mount Pleasant SC 29464,32.82420689999999,-79.8515786,625000.0,4.0,3.0,2321.0,1998,8/19/2020,625000.0,6/30/1998,32900.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/712-Preservation-Pl-Mount-Pleasant-SC-29464/10932705_zpid/,Dec 2014,452.0,Jan 2016,491.0,Jan 2017,492.0,Dec 2017,541.0,Jan 2019,519,Feb 2020,506.0
249,https://www.zillow.com/homedetails/1725-James-Basford-Pl-Mount-Pleasant-SC-29466/68391025_zpid/,1725 James Basford Pl Mount Pleasant SC 29466,32.899743,-79.7947825,624500.0,5.0,4.0,3315.0,2003,9/4/2020,624500.0,8/21/2020,625000.0,8/6/2020,629900.0,7/25/2020,634990.0,7/17/2020,644000.0,7/8/2020,645000.0,7/14/2017,540000.0,https://www.zillow.com/homedetails/1725-James-Basford-Pl-Mount-Pleasant-SC-29466/68391025_zpid/,Dec 2014,501.0,Jan 2016,566.0,Jan 2017,558.0,Dec 2017,555.0,Jan 2019,572,Feb 2020,591.0
250,https://www.zillow.com/homedetails/1445-Sheepshead-Ln-Mount-Pleasant-SC-29466/2078589237_zpid/,1445 Sheepshead Ln Mount Pleasant SC 29466,32.867783,-79.75393000000001,618425.0,3.0,3.0,2200.0,2020,8/16/2020,618425.0,7/22/2020,600000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1445-Sheepshead-Ln-Mount-Pleasant-SC-29466/2078589237_zpid/,Oct 2014,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
251,https://www.zillow.com/homedetails/3539-Bayden-Bridge-Ln-Mount-Pleasant-SC-29466/2079496512_zpid/,3539 Bayden Bridge Ln Mount Pleasant SC 29466,32.8988864,-79.770053,608217.0,3.0,3.0,2782.0,No Data,9/5/2020,608217.0,9/3/2020,614330.0,8/22/2020,611330.0,8/7/2020,607330.0,7/26/2020,593963.0,7/18/2020,591963.0,7/3/2020,594930.0,https://www.zillow.com/homedetails/3539-Bayden-Bridge-Ln-Mount-Pleasant-SC-29466/2079496512_zpid/,Today,602.0,Apr 2015,nan,nan,nan,nan,nan,nan,nan,nan,nan
252,https://www.zillow.com/homedetails/2613-Larch-Ln-Mount-Pleasant-SC-29466/2085735565_zpid/,2613 Larch Ln Mount Pleasant SC 29466,32.8796662,-79.80423259999999,606500.0,5.0,4.0,3040.0,2020,7/31/2020,606500.0,7/6/2020,600000.0,4/5/2020,575000.0,3/17/2020,590000.0,11/22/2019,150000.0,11/22/2019,150000.0,11/20/2019,590000.0,https://www.zillow.com/homedetails/2613-Larch-Ln-Mount-Pleasant-SC-29466/2085735565_zpid/,Today,435.0,Oct 2015,414.0,nan,nan,nan,nan,nan,nan,nan,nan
253,https://www.zillow.com/homedetails/4045-Maidstone-Dr-Mount-Pleasant-SC-29466/2079347883_zpid/,4045 Maidstone Dr Mount Pleasant SC 29466,32.8996217,-79.7686011,603685.0,5.0,5.0,3163.0,No Data,9/3/2020,603685.0,8/22/2020,600685.0,8/7/2020,596685.0,7/26/2020,595185.0,7/24/2020,593185.0,7/18/2020,581531.0,7/3/2020,584445.0,https://www.zillow.com/homedetails/4045-Maidstone-Dr-Mount-Pleasant-SC-29466/2079347883_zpid/,Today,592.0,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Mar 2019,nan,Apr 2020,nan
255,https://www.zillow.com/homedetails/1520-Lorenzo-St-2-Mount-Pleasant-SC-29464/2081207112_zpid/,1520 Lorenzo St #2 Mount Pleasant SC 29464,32.7883031,-79.8524209,599000.0,3.0,2.0,2800.0,1968,8/9/2020,599000.0,3/11/2020,625000.0,2/1/2020,660000.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1520-Lorenzo-St-2-Mount-Pleasant-SC-29464/2081207112_zpid/,Oct 2014,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
256,https://www.zillow.com/homedetails/1520-Lorenzo-St-APT-A-Mount-Pleasant-SC-29464/2081211464_zpid/,1520 Lorenzo St APT A Mount Pleasant SC 29464,32.7883031,-79.8524209,599000.0,2.0,2.0,0.0,1968,8/4/2020,599000.0,3/11/2020,625000.0,2/1/2020,660000.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1520-Lorenzo-St-APT-A-Mount-Pleasant-SC-29464/2081211464_zpid/,Today,580.0,Apr 2015,nan,Sep 2019,nan,nan,nan,nan,nan,nan,nan
257,https://www.zillow.com/homedetails/1312-Parton-Rd-Mount-Pleasant-SC-29464/68395183_zpid/,1312 Parton Rd Mount Pleasant SC 29464,32.8088298,-79.840835,599000.0,3.0,2.0,2000.0,2004,9/5/2020,599000.0,2/22/2017,470000.0,2/22/2017,499000.0,1/19/2017,499000.0,12/17/2016,499000.0,10/28/2016,519900.0,9/1/2016,529900.0,https://www.zillow.com/homedetails/1312-Parton-Rd-Mount-Pleasant-SC-29464/68395183_zpid/,Dec 2014,464.0,Jan 2016,517.0,Sold for,480.0,Dec 2017,496.0,Jan 2019,510,Feb 2020,528.0
258,https://www.zillow.com/homedetails/1213-Sharpestowne-Ct-Mount-Pleasant-SC-29466/126055521_zpid/,1213 Sharpestowne Ct Mount Pleasant SC 29466,32.8571696,-79.7869525,599000.0,4.0,4.0,3529.0,2016,6/26/2020,599000.0,6/1/2020,609999.0,1/20/2020,619900.0,3/9/2018,3500.0,2/7/2018,3500.0,4/13/2016,540440.0,nan,nan,https://www.zillow.com/homedetails/1213-Sharpestowne-Ct-Mount-Pleasant-SC-29466/126055521_zpid/,Dec 2014,587.0,Jan 2016,580.0,Jan 2017,445.0,Dec 2017,612.0,Jan 2019,605,Listed for,601.0
259,https://www.zillow.com/homedetails/1255-Weather-Helm-Dr-Mount-Pleasant-SC-29466/247522218_zpid/,1255 Weather Helm Dr Mount Pleasant SC 29466,32.925028000000005,-79.8017722,599000.0,5.0,4.0,3220.0,2016,8/29/2020,599000.0,8/8/2016,27000.0,1/27/2016,31416042.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1255-Weather-Helm-Dr-Mount-Pleasant-SC-29466/247522218_zpid/,Dec 2014,nan,Sold for,nan,Jan 2017,nan,Dec 2017,555.0,Jan 2019,534,Feb 2020,577.0
260,https://www.zillow.com/homedetails/1522-Periwinle-Dr-Mount-Pleasant-SC-29466/10942210_zpid/,1522 Periwinle Dr Mount Pleasant SC 29466,32.8725109,-79.7445003,599000.0,4.0,2.0,1873.0,1991,8/22/2020,599000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1522-Periwinle-Dr-Mount-Pleasant-SC-29466/10942210_zpid/,Dec 2014,412.0,Jan 2016,478.0,Jan 2017,473.0,Dec 2017,471.0,Jan 2019,498,Feb 2020,491.0
261,https://www.zillow.com/homedetails/2011-Retreat-Lndg-Mount-Pleasant-SC-29464/10929757_zpid/,2011 Retreat Lndg Mount Pleasant SC 29464,32.8572731,-79.83416059999999,599000.0,3.0,3.0,2617.0,1996,8/15/2020,599000.0,12/31/1997,223000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/2011-Retreat-Lndg-Mount-Pleasant-SC-29464/10929757_zpid/,Dec 2014,457.0,Jan 2016,494.0,Jan 2017,512.0,Dec 2017,506.0,Jan 2019,515,Feb 2020,506.0
262,https://www.zillow.com/homedetails/1541-Oalanding-Rd-Mount-Pleasant-SC-29464/10933613_zpid/,1541 Oalanding Rd Mount Pleasant SC 29464,32.799178000000005,-79.8382747,598000.0,3.0,4.0,2324.0,1988,9/6/2020,598000.0,7/15/2020,640000.0,4/17/2020,640000.0,2/9/2012,362000.0,10/3/2005,388000.0,9/7/1995,159000.0,nan,nan,https://www.zillow.com/homedetails/1541-Oalanding-Rd-Mount-Pleasant-SC-29464/10933613_zpid/,Dec 2014,433.0,Jan 2016,490.0,Jan 2017,534.0,Dec 2017,563.0,Jan 2019,553,Feb 2020,574.0
263,https://www.zillow.com/homedetails/3514-Saltflat-Ln-Mount-Pleasant-SC-29466/247531073_zpid/,3514 Saltflat Ln Mount Pleasant SC 29466,32.8716839,-79.753084,592805.0,3.0,3.0,2200.0,No Data,8/16/2020,592805.0,8/10/2020,588505.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3514-Saltflat-Ln-Mount-Pleasant-SC-29466/247531073_zpid/,Listed for,587.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
264,https://www.zillow.com/homedetails/928-Pitt-St-Mount-Pleasant-SC-29464/10926212_zpid/,928 Pitt St Mount Pleasant SC 29464,32.778278,-79.865563,590000.0,3.0,1.0,1319.0,1940,8/23/2020,590000.0,7/15/2020,675000.0,5/30/2020,700000.0,1/29/2019,1250000.0,8/7/2018,1250000.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/928-Pitt-St-Mount-Pleasant-SC-29464/10926212_zpid/,Oct 2014,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
265,https://www.zillow.com/homedetails/155-Wingo-Way-412-Mount-Pleasant-SC-29464/247523832_zpid/,155 Wingo Way #412 Mount Pleasant SC 29464,32.803666,-79.8988628,589500.0,1.0,2.0,1200.0,2016,6/16/2020,589500.0,5/2/2020,594500.0,3/4/2020,598500.0,2/4/2020,599950.0,8/16/2016,479000.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/155-Wingo-Way-412-Mount-Pleasant-SC-29464/247523832_zpid/,Dec 2014,nan,Jan 2016,nan,Jan 2017,nan,Dec 2017,519.0,Jan 2019,536,Listed for,556.0
266,https://www.zillow.com/homedetails/3705-Marsh-Hen-Dr-Mount-Pleasant-SC-29466/2078252148_zpid/,3705 Marsh Hen Dr Mount Pleasant SC 29466,32.9025834,-79.8319478,589470.0,4.0,3.0,2843.0,2020,8/14/2020,589470.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3705-Marsh-Hen-Dr-Mount-Pleasant-SC-29466/2078252148_zpid/,Oct 2014,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
267,https://www.zillow.com/homedetails/1551-Ben-Sawyer-Blvd-UNIT-2F-Mount-Pleasant-SC-29464/2078038167_zpid/,1551 Ben Sawyer Blvd UNIT 2F Mount Pleasant SC 29464,32.7862344,-79.85313199999999,589000.0,2.0,2.0,1405.0,1985,8/31/2020,589000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1551-Ben-Sawyer-Blvd-UNIT-2F-Mount-Pleasant-SC-29464/2078038167_zpid/,Oct 2014,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
268,https://www.zillow.com/homedetails/4425-Downing-Place-Way-Mount-Pleasant-SC-29466/62990044_zpid/,4425 Downing Place Way Mount Pleasant SC 29466,32.9134648,-79.7974097,589000.0,4.0,3.0,2640.0,2002,8/31/2020,589000.0,8/11/2020,575000.0,10/6/2017,500000.0,9/30/2017,510000.0,8/20/2017,510000.0,8/12/2017,510000.0,8/11/2017,515000.0,https://www.zillow.com/homedetails/4425-Downing-Place-Way-Mount-Pleasant-SC-29466/62990044_zpid/,Dec 2014,435.0,Jan 2016,465.0,Jan 2017,509.0,Sold for,507.0,Jan 2019,525,Feb 2020,542.0
269,https://www.zillow.com/homedetails/1510-Old-Rivers-Gate-Rd-Mount-Pleasant-SC-29466/125936051_zpid/,1510 Old Rivers Gate Rd Mount Pleasant SC 29466,32.891445000000004,-79.768309,585000.0,4.0,4.0,2881.0,2015,8/20/2020,585000.0,8/6/2020,592500.0,9/28/2015,461618.0,2/12/2015,500000.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1510-Old-Rivers-Gate-Rd-Mount-Pleasant-SC-29466/125936051_zpid/,Sold for,442.0,Jan 2016,469.0,Jan 2017,483.0,Dec 2017,519.0,Jan 2019,515,Feb 2020,507.0
270,https://www.zillow.com/homedetails/1553-Guilford-Ct-Mount-Pleasant-SC-29466/61473842_zpid/,1553 Guilford Ct Mount Pleasant SC 29466,32.8502182,-79.7821051,585000.0,4.0,3.0,2744.0,2002,7/30/2020,585000.0,3/20/2002,272500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1553-Guilford-Ct-Mount-Pleasant-SC-29466/61473842_zpid/,Dec 2014,439.0,Jan 2016,482.0,Jan 2017,465.0,Dec 2017,495.0,Jan 2019,497,Feb 2020,506.0
271,https://www.zillow.com/homedetails/4003-Maidstone-Dr-Mount-Pleasant-SC-29466/2078875801_zpid/,4003 Maidstone Dr Mount Pleasant SC 29466,32.899837899999994,-79.76802049999999,584740.0,3.0,3.0,2489.0,No Data,9/5/2020,584740.0,8/22/2020,581740.0,8/20/2020,577740.0,7/18/2020,574240.0,7/2/2020,574240.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/4003-Maidstone-Dr-Mount-Pleasant-SC-29466/2078875801_zpid/,Listed for,435.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
272,https://www.zillow.com/homedetails/3514-Saltflat-Ln-HOMESITE-23-Mount-Pleasant-SC-29466/2078159080_zpid/,3514 Saltflat Ln HOMESITE 23 Mount Pleasant SC 29466,32.8716839,-79.753084,582805.0,3.0,3.0,2200.0,No Data,8/21/2020,582805.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3514-Saltflat-Ln-HOMESITE-23-Mount-Pleasant-SC-29466/2078159080_zpid/,Oct 2014,nan,Oct 2015,nan,Oct 2016,nan,Sep 2017,nan,Sep 2018,nan,Sep 2019,nan
273,https://www.zillow.com/homedetails/2609-Larch-Ln-Mount-Pleasant-SC-29466/2094390018_zpid/,2609 Larch Ln Mount Pleasant SC 29466,32.879875,-79.803777,581500.0,4.0,3.0,2900.0,2020,7/31/2020,581500.0,7/6/2020,575000.0,4/5/2020,550000.0,11/22/2019,130000.0,11/20/2019,130000.0,7/27/2019,130000.0,7/6/2019,550000.0,https://www.zillow.com/homedetails/2609-Larch-Ln-Mount-Pleasant-SC-29466/2094390018_zpid/,Today,435.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
274,https://www.zillow.com/homedetails/1641-Florentia-St-Mount-Pleasant-SC-29464/2079254386_zpid/,1641 Florentia St Mount Pleasant SC 29464,32.8234848,-79.8520818,581063.0,3.0,4.0,2624.0,No Data,9/5/2020,581063.0,8/22/2020,586750.0,8/20/2020,584250.0,7/18/2020,584250.0,6/17/2020,584250.0,6/14/2020,564250.0,6/6/2020,564230.0,https://www.zillow.com/homedetails/1641-Florentia-St-Mount-Pleasant-SC-29464/2079254386_zpid/,Listed for,474.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
275,https://www.zillow.com/homedetails/2036-Amenity-Par-Dr-Mount-Pleasant-SC-29466/122228192_zpid/,2036 Amenity Par Dr Mount Pleasant SC 29466,32.8466776,-79.7790217,580000.0,3.0,3.0,2966.0,2014,8/26/2020,580000.0,8/17/2020,580000.0,8/5/2020,580000.0,10/16/2014,465000.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/2036-Amenity-Par-Dr-Mount-Pleasant-SC-29466/122228192_zpid/,Sold for,nan,Jan 2016,502.0,Jan 2017,520.0,Dec 2017,569.0,Jan 2019,559,Feb 2020,539.0
276,https://www.zillow.com/homedetails/1451-Crane-Cree-Dr-Mount-Pleasant-SC-29466/110202736_zpid/,1451 Crane Cree Dr Mount Pleasant SC 29466,32.8909035,-79.76279,579999.0,3.0,3.0,2476.0,2013,8/10/2020,579999.0,12/27/2013,428173.0,5/3/2012,3990000.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1451-Crane-Cree-Dr-Mount-Pleasant-SC-29466/110202736_zpid/,Dec 2014,nan,Jan 2016,486.0,Jan 2017,504.0,Dec 2017,480.0,Jan 2019,475,Feb 2020,476.0
