lin,Address,Latitude,Longitude,Price,#Bed,#Bath,Square Foot,Year Built,date1,price1,date2,price2,date3,price3,date4,price4,date5,price5,date6,price6,date7,price7,absolute
https://www.zillow.com/homedetails/1307-Gilead-Rd-Mount-Pleasant-SC-29466/10939507_zpid/,1307 Gilead Rd Mount Pleasant SC 29466,32.8661942,-79.790743,347900,3,3,1500,1996,7/21/2020,347900,4/16/2010,235000,11/5/2005,265000,6/27/2001,155000,,,,,,,393
https://www.zillow.com/homedetails/3478-Ashwyce-St-Mount-Pleasant-SC-29466/62990190_zpid/,3478 Ashwyce St Mount Pleasant SC 29466,32.8935656,-79.7917173,345000,3,2,1389,2002,8/26/2020,345000,8/6/2020,345000,7/29/2020,345000,5/5/2018,2000,4/18/2018,2000,2/12/2018,300000,1/23/2018,315000,394
https://www.zillow.com/homedetails/102-Garmouth-Ct-Mount-Pleasant-SC-29466/82546563_zpid/,102 Garmouth Ct Mount Pleasant SC 29466,32.860674,-79.769394,345000,3,4,1948,2006,5/3/2020,345000,4/20/2020,2000,4/9/2020,2000,4/7/2020,350000,4/7/2020,350000,3/29/2020,350000,3/26/2020,352500,395
https://www.zillow.com/homedetails/1118-Hidden-Cove-Dr-9-Mount-Pleasant-SC-29464/2077964693_zpid/,1118 Hidden Cove Dr #9 Mount Pleasant SC 29464,32.845658,-79.818198,339000,2,2,1351,1983,9/8/2020,339000,9/5/2020,346000,,,,,,,,,,,396
https://www.zillow.com/homedetails/1568-Wellesley-Cir-Mount-Pleasant-SC-29466/61473585_zpid/,1568 Wellesley Cir Mount Pleasant SC 29466,32.8932114,-79.7907211,339000,3,2,1441,2001,8/22/2020,339000,8/11/2020,339000,8/8/2020,339000,7/16/2020,348800,6/7/2020,348900,4/4/2020,349900,2/8/2020,358000,397
https://www.zillow.com/homedetails/3659-Bagley-Dr-Mount-Pleasant-SC-29466/110219517_zpid/,3659 Bagley Dr Mount Pleasant SC 29466,32.889601,-79.800058,338000,3,3,1784,2011,8/8/2020,338000,6/28/2019,311500,5/18/2019,325000,4/24/2019,325000,3/27/2019,329900,3/6/2019,335000,10/26/2016,324900,398
https://www.zillow.com/homedetails/3468-Claremont-St-Mount-Pleasant-SC-29466/82544619_zpid/,3468 Claremont St Mount Pleasant SC 29466,32.9089657,-79.7830795,338000,3,5,2509,2006,9/3/2020,338000,4/11/2020,325000,4/4/2020,325000,3/20/2020,315000,3/20/2020,325000,7/15/2019,2400,6/15/2019,2400,399
https://www.zillow.com/homedetails/2616-Turben-Pl-Mount-Pleasant-SC-29466/52906446_zpid/,2616 Turben Pl Mount Pleasant SC 29466,32.9001002,-79.8254503,335400,3,2,1591,1999,7/30/2020,335400,7/2/2020,343400,6/13/2020,348400,2/12/2019,297000,1/17/2019,298000,1/12/2019,298000,1/11/2019,298000,400
,,,,,,,,,,,,,,,,,,,,,,,401
https://www.zillow.com/homedetails/3075-Morningdale-Dr-Mount-Pleasant-SC-29466/55641746_zpid/,3075 Morningdale Dr Mount Pleasant SC 29466,32.8675716,-79.7970375,398000,3,3,1870,2000,9/5/2020,398000,11/7/2002,179000,6/15/2000,165330,,,,,,,,,402
https://www.zillow.com/homedetails/651-Spar-St-Mount-Pleasant-SC-29464/10927067_zpid/,651 Spar St Mount Pleasant SC 29464,32.8183778,-79.8682575,395000,3,1,777,1952,6/5/2020,395000,6/3/2020,295000,,,,,,,,,,,403
https://www.zillow.com/homedetails/2946-Woodland-Par-Dr-Mount-Pleasant-SC-29466/68395192_zpid/,2946 Woodland Par Dr Mount Pleasant SC 29466,32.8535347,-79.7821489,395000,4,3,3162,2004,8/18/2020,395000,7/26/2020,405000,7/1/2020,415000,6/10/2020,425000,5/29/2020,435000,5/2/2020,460000,1/8/2007,374100,404
https://www.zillow.com/homedetails/100-Fair-Sailing-Rd-Mount-Pleasant-SC-29466/68017738_zpid/,100 Fair Sailing Rd Mount Pleasant SC 29466,32.905569,-79.819654,395000,4,3,3306,2004,3/4/2020,395000,9/1/2019,399900,11/8/2018,399900,10/4/2018,400000,8/8/2018,400000,7/20/2018,407000,5/21/2018,412500,405
https://www.zillow.com/homedetails/2566-ingsfield-St-Mount-Pleasant-SC-29466/2087909772_zpid/,2566 ingsfield St Mount Pleasant SC 29466,32.889033,-79.794369,395000,4,3,2146,2018,9/7/2020,395000,9/5/2020,400000,1/10/2019,340765,9/7/2018,340765,,,,,,,406
https://www.zillow.com/homedetails/1565-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2079621060_zpid/,1565 Moss Spring Rd Mount Pleasant SC 29466,32.8747038,-79.7960523,392900,3,3,2332,2020,7/28/2020,392900,5/22/2020,389000,5/14/2020,416549,,,,,,,,,407
https://www.zillow.com/homedetails/3837-Sawmill-Ct-Awendaw-SC-29429/2078066559_zpid/,3837 Sawmill Ct Awendaw SC 29429,32.8864163,-79.7392401,391903,3,3,1749,2020,9/5/2020,391903,8/28/2020,391980,,,,,,,,,,,408
https://www.zillow.com/homedetails/3068-Emma-Ln-Mount-Pleasant-SC-29466/2079363150_zpid/,3068 Emma Ln Mount Pleasant SC 29466,32.865846,-79.796868,391071,3,3,2262,2020,9/4/2020,391071,9/2/2020,386071,7/30/2020,386071,7/15/2020,386071,5/31/2020,360740,,,,,409
https://www.zillow.com/homedetails/1784-Tennyson-Row-42-Mount-Pleasant-SC-29466/2078239141_zpid/,1784 Tennyson Row #42 Mount Pleasant SC 29466,32.901291,-79.792637,390000,4,3,2312,2006,8/21/2020,390000,8/15/2020,395000,,,,,,,,,,,410
https://www.zillow.com/homedetails/2204-Hartfords-Bluff-Cir-Mount-Pleasant-SC-29466/110207476_zpid/,2204 Hartfords Bluff Cir Mount Pleasant SC 29466,32.902417,-79.835736,389000,0,0,0,0,,,,,,,,,,,,,,,411
https://www.zillow.com/homedetails/220-Slipper-Shell-Ct-Mount-Pleasant-SC-29464/122139727_zpid/,220 Slipper Shell Ct Mount Pleasant SC 29464,32.853467,-79.883536,389000,3,3,2092,2014,9/5/2020,389000,8/15/2020,395000,5/5/2017,343000,3/25/2017,349000,2/9/2017,349000,1/17/2017,367500,11/26/2016,359000,412
https://www.zillow.com/homedetails/3817-Sawmill-Ct-Awendaw-SC-29429/2078066558_zpid/,3817 Sawmill Ct Awendaw SC 29429,32.8864163,-79.7392401,387903,3,3,1749,2020,9/5/2020,387903,8/28/2020,388980,,,,,,,,,,,413
https://www.zillow.com/homedetails/1546-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2085030109_zpid/,1546 Moss Spring Rd Mount Pleasant SC 29466,32.8747038,-79.7960523,387500,3,3,2332,2020,7/28/2020,387500,4/22/2020,390000,4/4/2020,391298,2/20/2020,390000,10/23/2019,399000,9/5/2019,409018,7/23/2019,409018,414
https://www.zillow.com/homedetails/3052-Emma-Ln-Mount-Pleasant-SC-29466/2079364327_zpid/,3052 Emma Ln Mount Pleasant SC 29466,32.865846,-79.796868,386305,3,3,2180,2020,8/3/2020,386305,5/31/2020,384990,,,,,,,,,,,415
https://www.zillow.com/homedetails/4025-Conant-Rd-Mount-Pleasant-SC-29466/110216021_zpid/,4025 Conant Rd Mount Pleasant SC 29466,32.889573,-79.799702,385000,4,3,2284,2010,8/28/2020,385000,7/6/2011,270000,,,,,,,,,,,416
https://www.zillow.com/homedetails/1467-N-Cardinal-Hill-North-Dr-Mt-Pleasant-Sc-SC-29466/2095826733_zpid/,1467 N Cardinal Hill North Dr Mt Pleasant Sc SC 29466,32.876357,-79.80917,385000,2,2,0,0,11/14/2019,385000,5/23/2019,400000,2/7/2019,425000,10/25/2018,400000,4/24/2018,400000,9/2/2017,425000,7/20/2017,1099000,417
https://www.zillow.com/homedetails/1467-N-Cardinal-Hill-North-Dr-LOT-9-Mount-Pleasant-SC-29466/2085997439_zpid/,1467 N Cardinal Hill North Dr LOT 9 Mount Pleasant SC 29466,32.876357,-79.80917,385000,2,2,0,0,,,,,,,,,,,,,,,418
https://www.zillow.com/homedetails/2500-ings-Gate-Ln-Mount-Pleasant-SC-29466/122140285_zpid/,2500 ings Gate Ln Mount Pleasant SC 29466,32.9008847,-79.818534,385000,3,3,2195,2013,8/4/2020,385000,8/5/2017,2650,7/20/2017,2650,6/1/2016,358000,11/15/2013,282234,,,,,419
https://www.zillow.com/homedetails/151-Slipper-Shell-Ct-Mount-Pleasant-SC-29464/122488933_zpid/,151 Slipper Shell Ct Mount Pleasant SC 29464,32.852717,-79.88257,384900,3,3,2008,2016,8/10/2020,384900,7/14/2020,399000,4/13/2016,344900,,,,,,,,,420
https://www.zillow.com/homedetails/3040-Emma-Ln-Mount-Pleasant-SC-29466/2080882410_zpid/,3040 Emma Ln Mount Pleasant SC 29466,32.865846,-79.796868,384101,3,3,2180,2020,8/3/2020,384101,6/28/2020,384186,2/27/2020,388736,,,,,,,,,421
https://www.zillow.com/homedetails/313-Etiwan-Pointe-Dr-Mount-Pleasant-SC-29464/122486265_zpid/,313 Etiwan Pointe Dr Mount Pleasant SC 29464,32.852702,-79.883984,379000,3,3,2178,2017,8/6/2020,379000,8/3/2020,379000,6/12/2020,389000,2/5/2020,395000,10/27/2018,395000,10/10/2018,395000,4/24/2017,356000,422
https://www.zillow.com/homedetails/3066-Emma-Ln-Mount-Pleasant-SC-29466/2079396501_zpid/,3066 Emma Ln Mount Pleasant SC 29466,32.865846,-79.796868,376600,3,3,2260,2020,9/4/2020,376600,9/2/2020,371600,7/30/2020,371600,7/15/2020,371600,5/29/2020,346890,,,,,423
https://www.zillow.com/homedetails/1098-S-Shadow-Dr-Mount-Pleasant-SC-29464/10928316_zpid/,1098 S Shadow Dr Mount Pleasant SC 29464,32.8061706,-79.8572999,375000,3,2,1160,1972,9/8/2020,375000,7/25/2014,128000,,,,,,,,,,,424
https://www.zillow.com/homedetails/454-Mount-Royall-Dr-Mount-Pleasant-SC-29464/10929946_zpid/,454 Mount Royall Dr Mount Pleasant SC 29464,32.8507584,-79.8349922,372900,3,2,1724,1991,9/8/2020,372900,8/25/2020,375000,,,,,,,,,,,425
https://www.zillow.com/homedetails/3046-Emma-Ln-Mount-Pleasant-SC-29466/2078933858_zpid/,3046 Emma Ln Mount Pleasant SC 29466,32.865846,-79.796868,369990,4,3,2180,2020,8/6/2020,369990,8/3/2020,373166,6/29/2020,374731,,,,,,,,,426
https://www.zillow.com/homedetails/1258-Lae-Mallard-Blvd-Mount-Pleasant-SC-29464/10933205_zpid/,1258 Lae Mallard Blvd Mount Pleasant SC 29464,32.8024091,-79.8506158,369900,3,1,1237,1986,9/9/2020,369900,11/17/2019,2100,10/29/2019,2100,10/15/2019,2300,5/24/2019,2300,5/14/2019,2300,12/9/2017,2000,427
https://www.zillow.com/homedetails/1093-Willoughby-Ln-Mount-Pleasant-SC-29466/61473787_zpid/,1093 Willoughby Ln Mount Pleasant SC 29466,32.8860761,-79.7872726,367500,3,2,1533,2000,9/2/2020,367500,8/26/2020,379500,8/22/2020,386600,8/24/2019,1995,8/10/2019,1995,8/6/2019,2150,8/6/2015,1897,428
https://www.zillow.com/homedetails/248-Fair-Sailing-Rd-Mount-Pleasant-SC-29466/82548388_zpid/,248 Fair Sailing Rd Mount Pleasant SC 29466,32.905105,-79.820984,365000,4,4,2968,2005,8/7/2020,365000,,,,,,,,,,,,,429
https://www.zillow.com/homedetails/1600-Diddy-Dr-LOT-1-Mount-Pleasant-SC-29464/2082164727_zpid/,1600 Diddy Dr LOT 1 Mount Pleasant SC 29464,32.804623,-79.831563,364900,0,0,0,0,,,,,,,,,,,,,,,430
https://www.zillow.com/homedetails/1456-Dupree-Cree-Rd-Awendaw-SC-29429/2088767746_zpid/,1456 Dupree Cree Rd Awendaw SC 29429,32.9173244,-79.7519393,360000,0,0,0,0,,,,,,,,,,,,,,,431
https://www.zillow.com/homedetails/2072-ings-Gate-Ln-Mount-Pleasant-SC-29466/110205725_zpid/,2072 ings Gate Ln Mount Pleasant SC 29466,32.898965,-79.8189994,360000,3,3,2155,2012,9/4/2020,360000,10/2/2012,270695,,,,,,,,,,,432
https://www.zillow.com/homedetails/2876-Sunchaser-Ln-Mount-Pleasant-SC-29466/122138970_zpid/,2876 Sunchaser Ln Mount Pleasant SC 29466,32.8828619,-79.8112258,360000,4,2,1738,2011,8/31/2020,360000,9/29/2011,206547,4/26/2011,254000,,,,,,,,,433
https://www.zillow.com/homedetails/1686-Bridwell-Ln-Mount-Pleasant-SC-29466/247522287_zpid/,1686 Bridwell Ln Mount Pleasant SC 29466,32.8889318,-79.8022733,359995,4,3,1897,2016,9/10/2020,359995,9/8/2020,359999,6/27/2016,315295,,,,,,,,,434
https://www.zillow.com/homedetails/1604-Diddy-Dr-LOT-2-Mount-Pleasant-SC-29464/2082164726_zpid/,1604 Diddy Dr LOT 2 Mount Pleasant SC 29464,32.804437,-79.831376,359900,0,0,0,0,,,,,,,,,,,,,,,435
https://www.zillow.com/homedetails/1522-Boston-Grill-Rd-Mount-Pleasant-SC-29466/2087626914_zpid/,1522 Boston Grill Rd Mount Pleasant SC 29466,32.8456136,-79.7839269,359900,6,5,5497,2002,7/31/2020,359900,6/27/2020,369900,6/16/2020,374900,5/29/2020,374900,4/30/2020,374900,3/8/2020,385000,1/31/2020,399900,436
https://www.zillow.com/homedetails/1516-Oldenburg-Dr-Mount-Pleasant-SC-29429/125935269_zpid/,1516 Oldenburg Dr Mount Pleasant SC 29429,32.8924481,-79.7524518,359700,3,2,1510,2014,9/2/2020,359700,7/18/2020,359900,7/7/2020,360000,10/2/2014,253213,,,,,,,437
,,,,,,,,,,,,,,,,,,,,,,,438
https://www.zillow.com/homedetails/2243-N-Marsh-Dr-Mount-Pleasant-SC-29466/110214574_zpid/,2243 N Marsh Dr Mount Pleasant SC 29466,32.903967,-79.833921,359000,0,0,0,0,7/1/2020,359000,6/24/2020,865000,6/18/2020,359000,4/5/2020,359000,3/10/2020,360000,2/20/2020,840000,1/8/2020,360000,439
https://www.zillow.com/homedetails/1045-Provincial-Cir-UNIT-A-Mount-Pleasant-SC-29464/10921789_zpid/,1045 Provincial Cir UNIT A Mount Pleasant SC 29464,32.797649,-79.8883235,355000,2,2,1232,1983,8/8/2020,355000,3/23/2017,2400,2/1/2017,2400,8/15/2016,2400,2/9/1995,80000,,,,,440
https://www.zillow.com/homedetails/2741-Palmetto-Hall-Blvd-Mount-Pleasant-SC-29466/55641409_zpid/,2741 Palmetto Hall Blvd Mount Pleasant SC 29466,32.8939024,-79.8109605,355000,3,2,1478,1999,9/5/2020,355000,2/25/2009,219500,1/31/2009,219500,1/12/2009,219500,9/20/2008,229900,6/10/2008,229900,5/19/2008,255000,441
https://www.zillow.com/homedetails/3076-Emma-Ln-Mount-Pleasant-SC-29466/2078029540_zpid/,3076 Emma Ln Mount Pleasant SC 29466,32.865846,-79.796868,354455,3,3,2261,2020,9/1/2020,354455,,,,,,,,,,,,,442
https://www.zillow.com/homedetails/0-Hobcaw-Dr-Mount-Pleasant-SC-29464/2092516498_zpid/,0 Hobcaw Dr Mount Pleasant SC 29464,32.821995,-79.8980941,350000,0,0,0,0,,,,,,,,,,,,,,,443
https://www.zillow.com/homedetails/368-6th-Ave-Mount-Pleasant-SC-29464/10921392_zpid/,368 6th Ave Mount Pleasant SC 29464,32.8100323,-79.8901659,349000,0,0,0,0,8/28/2020,349000,,,,,,,,,,,,,444
https://www.zillow.com/homedetails/120-Palm-Cove-Way-Mount-Pleasant-SC-29466/82543158_zpid/,120 Palm Cove Way Mount Pleasant SC 29466,32.9088179,-79.816967,349000,3,4,2785,2006,9/10/2020,349000,8/18/2020,359000,8/7/2020,370000,2/17/2018,349900,1/10/2018,354500,11/30/2017,354500,11/14/2017,359000,445
https://www.zillow.com/homedetails/1307-Gilead-Rd-Mount-Pleasant-SC-29466/10939507_zpid/,1307 Gilead Rd Mount Pleasant SC 29466,32.8661942,-79.790743,347900,3,3,1500,1996,7/21/2020,347900,4/16/2010,235000,11/5/2005,265000,6/27/2001,155000,,,,,,,446
https://www.zillow.com/homedetails/102-Garmouth-Ct-Mount-Pleasant-SC-29466/82546563_zpid/,102 Garmouth Ct Mount Pleasant SC 29466,32.860674,-79.769394,345000,3,4,1948,2006,5/3/2020,345000,4/20/2020,2000,4/9/2020,2000,4/7/2020,350000,4/7/2020,350000,3/29/2020,350000,3/26/2020,352500,447
https://www.zillow.com/homedetails/3533-Ashwyce-St-Mount-Pleasant-SC-29466/62990200_zpid/,3533 Ashwyce St Mount Pleasant SC 29466,32.8958889,-79.792418,345000,3,2,1500,2002,9/10/2020,345000,9/4/2020,349900,8/28/2020,350000,7/10/2015,150000,6/13/2015,300000,6/4/2015,300000,5/30/2015,300000,448
https://www.zillow.com/homedetails/3478-Ashwyce-St-Mount-Pleasant-SC-29466/62990190_zpid/,3478 Ashwyce St Mount Pleasant SC 29466,32.8935656,-79.7917173,345000,3,2,1389,2002,8/26/2020,345000,8/6/2020,345000,7/29/2020,345000,5/5/2018,2000,4/18/2018,2000,2/12/2018,300000,1/23/2018,315000,449
https://www.zillow.com/homedetails/301-7th-Ave-Mount-Pleasant-SC-29464/10920892_zpid/,301 7th Ave Mount Pleasant SC 29464,32.8088786,-79.8947843,344000,1,1,0,0,6/8/2019,344000,6/26/2018,345000,,,,,,,,,,,450
https://www.zillow.com/homedetails/1568-Wellesley-Cir-Mount-Pleasant-SC-29466/61473585_zpid/,1568 Wellesley Cir Mount Pleasant SC 29466,32.8932114,-79.7907211,339000,3,2,1441,2001,8/22/2020,339000,8/11/2020,339000,8/8/2020,339000,7/16/2020,348800,6/7/2020,348900,4/4/2020,349900,2/8/2020,358000,451
https://www.zillow.com/homedetails/1118-Hidden-Cove-Dr-9-Mount-Pleasant-SC-29464/2077964693_zpid/,1118 Hidden Cove Dr #9 Mount Pleasant SC 29464,32.845658,-79.818198,339000,2,2,1351,1983,9/8/2020,339000,9/5/2020,346000,,,,,,,,,,,452
https://www.zillow.com/homedetails/3659-Bagley-Dr-Mount-Pleasant-SC-29466/110219517_zpid/,3659 Bagley Dr Mount Pleasant SC 29466,32.889601,-79.800058,338000,3,3,1784,2011,8/8/2020,338000,6/28/2019,311500,5/18/2019,325000,4/24/2019,325000,3/27/2019,329900,3/6/2019,335000,10/26/2016,324900,453
https://www.zillow.com/homedetails/3468-Claremont-St-Mount-Pleasant-SC-29466/82544619_zpid/,3468 Claremont St Mount Pleasant SC 29466,32.9089657,-79.7830795,338000,3,5,2509,2006,9/3/2020,338000,4/11/2020,325000,4/4/2020,325000,3/20/2020,315000,3/20/2020,325000,7/15/2019,2400,6/15/2019,2400,454
https://www.zillow.com/homedetails/2616-Turben-Pl-Mount-Pleasant-SC-29466/52906446_zpid/,2616 Turben Pl Mount Pleasant SC 29466,32.9001002,-79.8254503,335400,3,2,1591,1999,7/30/2020,335400,7/2/2020,343400,6/13/2020,348400,2/12/2019,297000,1/17/2019,298000,1/12/2019,298000,1/11/2019,298000,455
https://www.zillow.com/homedetails/363-Spoonbill-Ln-APT-B-Mount-Pleasant-SC-29464/2086208743_zpid/,363 Spoonbill Ln APT B Mount Pleasant SC 29464,32.807947,-79.894526,335000,2,3,1312,1987,9/4/2020,335000,3/5/2019,1900,1/26/2019,1900,,,,,,,,,456
https://www.zillow.com/homedetails/1471-Tomato-Farm-Cir-LOT-16-Mount-Pleasant-SC-29466/2078342536_zpid/,1471 Tomato Farm Cir LOT 16 Mount Pleasant SC 29466,32.8747038,-79.7960523,335000,0,0,0,0,,,,,,,,,,,,,,,457
https://www.zillow.com/homedetails/2412-Cotton-Cree-Dr-Mount-Pleasant-SC-29466/10938665_zpid/,2412 Cotton Cree Dr Mount Pleasant SC 29466,32.9019096,-79.8269276,335000,3,3,1739,1996,8/25/2020,335000,8/16/2020,342500,7/30/2011,250000,2/25/2011,250000,1/28/2011,235000,1/23/2011,250000,10/10/2010,250000,458
https://www.zillow.com/homedetails/1289-Hamlin-Rd-Mount-Pleasant-SC-29466/110202899_zpid/,1289 Hamlin Rd Mount Pleasant SC 29466,32.848513,-79.7965685,333250,1,1,0,0,,,,,,,,,,,,,,,459
https://www.zillow.com/homedetails/1463-Tomato-Farm-Cir-LOT-4-Mount-Pleasant-SC-29466/2078437850_zpid/,1463 Tomato Farm Cir LOT 4 Mount Pleasant SC 29466,32.8747038,-79.7960523,330000,0,0,0,0,,,,,,,,,,,,,,,460
https://www.zillow.com/homedetails/2124-Breezy-Point-Dr-Mount-Pleasant-SC-29466/110223357_zpid/,2124 Breezy Point Dr Mount Pleasant SC 29466,32.884533,-79.838498,330000,0,0,0,0,,,,,,,,,,,,,,,461
https://www.zillow.com/homedetails/1271-Chatfield-St-Mount-Pleasant-SC-29464/10932687_zpid/,1271 Chatfield St Mount Pleasant SC 29464,32.8288864,-79.8522787,329500,3,2,1285,1996,9/2/2020,329500,8/5/2020,334500,7/10/2020,348000,,,,,,,,,462
https://www.zillow.com/homedetails/2200-Belle-Isle-Ave-UNIT-303-Mount-Pleasant-SC-29464/2146628428_zpid/,2200 Belle Isle Ave UNIT 303 Mount Pleasant SC 29464,32.8386769,-79.853931,325000,3,2,1512,2006,7/1/2020,325000,2/13/2020,349000,3/27/2019,1900,3/13/2019,300000,2/2/2019,1900,2/2/2019,300000,3/2/2008,295000,463
https://www.zillow.com/homedetails/1349-Hamlin-Par-Cir-Mount-Pleasant-SC-29466/82548374_zpid/,1349 Hamlin Par Cir Mount Pleasant SC 29466,32.8534305,-79.7848759,325000,4,3,1920,2006,9/5/2020,325000,9/27/2006,266100,,,,,,,,,,,464
https://www.zillow.com/homedetails/1861-Shell-Ring-Cir-Mount-Pleasant-SC-29466/110208147_zpid/,1861 Shell Ring Cir Mount Pleasant SC 29466,32.91368,-79.788239,325000,1,1,0,0,,,,,,,,,,,,,,,465
https://www.zillow.com/homedetails/1471-Tomato-Farm-Cir-LOT-18-Mount-Pleasant-SC-29466/2078198394_zpid/,1471 Tomato Farm Cir LOT 18 Mount Pleasant SC 29466,32.8747038,-79.7960523,325000,0,0,0,0,,,,,,,,,,,,,,,466
https://www.zillow.com/homedetails/663-Faulner-Dr-Mount-Pleasant-SC-29466/2091792998_zpid/,663 Faulner Dr Mount Pleasant SC 29466,32.9025522,-79.7567747,325000,1,1,0,0,,,,,,,,,,,,,,,467
https://www.zillow.com/homedetails/2708-Crooed-Stic-Ln-Mount-Pleasant-SC-29466/110204360_zpid/,2708 Crooed Stic Ln Mount Pleasant SC 29466,32.880062,-79.82729,315000,1,1,0,0,,,,,,,,,,,,,,,468
https://www.zillow.com/homedetails/1471-Tomato-Farm-Cir-LOT-6-Mount-Pleasant-SC-29466/2078438125_zpid/,1471 Tomato Farm Cir LOT 6 Mount Pleasant SC 29466,32.8747038,-79.7960523,310000,0,0,0,0,,,,,,,,,,,,,,,469
https://www.zillow.com/homedetails/2843-N-Highway-17-Mount-Pleasant-SC-29466/2094973129_zpid/,2843 N Highway 17 Mount Pleasant SC 29466,32.8571533,-79.7959508,310000,0,0,0,0,,,,,,,,,,,,,,,470
https://www.zillow.com/homedetails/1050-Marsh-Court-Ln-Mount-Pleasant-SC-29464/10927772_zpid/,1050 Marsh Court Ln Mount Pleasant SC 29464,32.8111605,-79.8564467,309000,3,3,1300,1988,8/29/2020,309000,8/10/2020,319000,1/20/2005,175500,12/15/2003,155900,11/26/2001,137000,,,,,471
https://www.zillow.com/homedetails/1291-S-Barsdale-Rd-LOT-31-Mount-Pleasant-SC-29464/2080150944_zpid/,1291 S Barsdale Rd LOT 31 Mount Pleasant SC 29464,32.8253972,-79.8603986,305000,0,0,0,0,,,,,,,,,,,,,,,472
https://www.zillow.com/homedetails/1748-Habersham-Rd-Mount-Pleasant-SC-29466/110232354_zpid/,1748 Habersham Rd Mount Pleasant SC 29466,32.8859896,-79.817166,305000,3,3,0,0,4/5/2019,105000,,,,,,,,,,,,,473
https://www.zillow.com/homedetails/0-Pleasant-Pines-St-Mount-Pleasant-SC-29464/2081596897_zpid/,0 Pleasant Pines St Mount Pleasant SC 29464,32.8046215,-79.8573069,300000,0,0,0,0,,,,,,,,,,,,,,,474
https://www.zillow.com/homedetails/128-Fair-Sailing-Rd-Mount-Pleasant-SC-29466/68397885_zpid/,128 Fair Sailing Rd Mount Pleasant SC 29466,32.906143,-79.81952,299900,3,3,2235,2004,8/27/2020,299900,8/9/2020,315000,12/1/2015,269000,10/11/2015,269000,9/17/2015,274000,8/8/2015,279000,10/29/2014,2000,475
https://www.zillow.com/homedetails/2656-Crooed-Stic-Ln-Mount-Pleasant-SC-29466/110231488_zpid/,2656 Crooed Stic Ln Mount Pleasant SC 29466,32.881453,-79.830259,299900,0,0,0,0,8/20/2020,299900,11/8/2019,310000,7/11/2019,916490,3/19/2019,921490,3/14/2019,335000,1/16/2019,941490,8/24/2018,335000,476
https://www.zillow.com/homedetails/1817-Rifle-Range-Rd-Mount-Pleasant-SC-29464/10933804_zpid/,1817 Rifle Range Rd Mount Pleasant SC 29464,32.8183349,-79.8250564,299000,3,2,1000,1930,8/13/2020,299000,7/21/2020,319000,6/11/2020,319000,9/3/2019,319000,8/8/2019,329900,6/25/2019,349000,3/21/2019,399000,477
https://www.zillow.com/homedetails/1631-Paradise-Lae-Dr-Mount-Pleasant-SC-29464/110213024_zpid/,1631 Paradise Lae Dr Mount Pleasant SC 29464,32.811411,-79.842698,299000,5,5,0,0,9/1/2020,299000,7/31/2020,791500,7/7/2020,785000,5/8/2020,800000,5/2/2020,340000,3/24/2020,800000,2/20/2020,800000,478
https://www.zillow.com/homedetails/1300-Par-West-Blvd-UNIT-1104-Mount-Pleasant-SC-29466/82548475_zpid/,1300 Par West Blvd UNIT 1104 Mount Pleasant SC 29466,32.8799355,-79.7804604,194900,2,1,1026,2000,9/6/2020,194900,8/24/2020,199900,8/12/2020,203900,8/6/2020,207000,8/4/2020,199900,5/3/2018,169000,4/25/2018,1200,479
https://www.zillow.com/homedetails/1572-Periwinle-Dr-Mount-Pleasant-SC-29466/110211571_zpid/,1572 Periwinle Dr Mount Pleasant SC 29466,32.8723,-79.747326,194800,0,0,0,0,,,,,,,,,,,,,,,480
https://www.zillow.com/homedetails/1283-Mathis-Ferry-Rd-Mount-Pleasant-SC-29464/88972690_zpid/,1283 Mathis Ferry Rd Mount Pleasant SC 29464,32.820809,-79.8553814,192000,2,2,950,1971,9/4/2020,192000,8/28/2020,194000,8/8/2020,195000,7/24/2020,200000,4/25/2015,139900,4/20/2015,139900,4/15/2015,144900,481
https://www.zillow.com/homedetails/1134-Rosewood-Ln-Mount-Pleasant-SC-29464/80213873_zpid/,1134 Rosewood Ln Mount Pleasant SC 29464,32.822193,-79.845628,190000,1,1,866,1999,9/5/2020,190000,9/5/2020,1400,8/5/2020,1400,7/21/2020,1300,6/17/2020,1325,5/11/2020,1375,3/23/2020,1350,482
https://www.zillow.com/homedetails/1600-Long-Grove-Dr-UNIT-1424-Mount-Pleasant-SC-29464/80211710_zpid/,1600 Long Grove Dr UNIT 1424 Mount Pleasant SC 29464,32.818582,-79.8132249,189900,2,1,860,1999,9/11/2020,189900,8/13/2020,1400,12/12/2018,1350,11/30/2018,1350,10/29/2018,171000,10/1/2018,175000,9/25/2018,175000,483
https://www.zillow.com/homedetails/0-Canyon-Ln-Mount-Pleasant-SC-29466/122489257_zpid/,0 Canyon Ln Mount Pleasant SC 29466,32.8878576,-79.8118916,188500,1,1,0,0,,,,,,,,,,,,,,,484
https://www.zillow.com/homedetails/2500-Rivertowne-Pwy-Mount-Pleasant-SC-29466/110231040_zpid/,2500 Rivertowne Pwy Mount Pleasant SC 29466,32.899696,-79.835901,179900,7,7,0,0,,,,,,,,,,,,,,,485
